Laser Power (dBm),Q (dB),Length of Segment 1 (km),Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
-4,6.9501,45.0,75,100,250,112,0.16,0.158
-3,7.7429,45.0,75,100,250,112,0.16,0.158
-2,8.3767,45.0,75,100,250,112,0.16,0.158
-1,8.7659,45.0,75,100,250,112,0.16,0.158
0,8.3993,45.0,75,100,250,112,0.16,0.158
1,7.9689,45.0,75,100,250,112,0.16,0.158
2,7.2196,45.0,75,100,250,112,0.16,0.158
3,5.605,45.0,75,100,250,112,0.16,0.158
4,3.0763,45.0,75,100,250,112,0.16,0.158
5,3.1726,45.0,75,100,250,112,0.16,0.158
-6,5.3246,52.5,75,100,250,112,0.16,0.158
-5,6.1586,52.5,75,100,250,112,0.16,0.158
-4,6.9797,52.5,75,100,250,112,0.16,0.158
-3,7.6401,52.5,75,100,250,112,0.16,0.158
-2,8.2761,52.5,75,100,250,112,0.16,0.158
-1,8.566,52.5,75,100,250,112,0.16,0.158
0,8.4715,52.5,75,100,250,112,0.16,0.158
1,8.164,52.5,75,100,250,112,0.16,0.158
2,7.5526,52.5,75,100,250,112,0.16,0.158
3,6.6005,52.5,75,100,250,112,0.16,0.158
4,5.1839,52.5,75,100,250,112,0.16,0.158
5,3.9627,52.5,75,100,250,112,0.16,0.158
-6,5.3343,60.0,75,100,250,112,0.16,0.158
-5,6.1203,60.0,75,100,250,112,0.16,0.158
-4,6.9676,60.0,75,100,250,112,0.16,0.158
-3,7.6518,60.0,75,100,250,112,0.16,0.158
-2,8.3665,60.0,75,100,250,112,0.16,0.158
-1,8.6524,60.0,75,100,250,112,0.16,0.158
0,8.6013,60.0,75,100,250,112,0.16,0.158
1,8.1185,60.0,75,100,250,112,0.16,0.158
2,7.4155,60.0,75,100,250,112,0.16,0.158
3,6.5061,60.0,75,100,250,112,0.16,0.158
4,5.7384,60.0,75,100,250,112,0.16,0.158
5,3.9307,60.0,75,100,250,112,0.16,0.158
-6,5.2343,67.5,75,100,250,112,0.16,0.158
-5,6.1407,67.5,75,100,250,112,0.16,0.158
-4,6.9401,67.5,75,100,250,112,0.16,0.158
-3,7.7075,67.5,75,100,250,112,0.16,0.158
-2,8.3285,67.5,75,100,250,112,0.16,0.158
-1,8.6723,67.5,75,100,250,112,0.16,0.158
0,8.7366,67.5,75,100,250,112,0.16,0.158
1,8.3544,67.5,75,100,250,112,0.16,0.158
2,7.7197,67.5,75,100,250,112,0.16,0.158
3,6.17,67.5,75,100,250,112,0.16,0.158
4,5.6948,67.5,75,100,250,112,0.16,0.158
5,3.0607,67.5,75,100,250,112,0.16,0.158
-6,5.3662,75.0,75,100,250,112,0.16,0.158
-5,6.1941,75.0,75,100,250,112,0.16,0.158
-4,6.9723,75.0,75,100,250,112,0.16,0.158
-3,7.7471,75.0,75,100,250,112,0.16,0.158
-2,8.4014,75.0,75,100,250,112,0.16,0.158
-1,8.7986,75.0,75,100,250,112,0.16,0.158
0,8.7822,75.0,75,100,250,112,0.16,0.158
1,8.3031,75.0,75,100,250,112,0.16,0.158
2,7.8907,75.0,75,100,250,112,0.16,0.158
3,6.3373,75.0,75,100,250,112,0.16,0.158
4,4.9917,75.0,75,100,250,112,0.16,0.158
5,3.6875,75.0,75,100,250,112,0.16,0.158
-6,4.8434,0.0,80,100,250,112,0.16,0.158
-5,5.5343,0.0,80,100,250,112,0.16,0.158
-4,6.3006,0.0,80,100,250,112,0.16,0.158
-3,6.8054,0.0,80,100,250,112,0.16,0.158
-2,6.7636,0.0,80,100,250,112,0.16,0.158
-1,6.5001,0.0,80,100,250,112,0.16,0.158
0,5.7779,0.0,80,100,250,112,0.16,0.158
1,4.6106,0.0,80,100,250,112,0.16,0.158
2,2.4958,0.0,80,100,250,112,0.16,0.158
3,1.5230000000000001,0.0,80,100,250,112,0.16,0.158
4,-0.39111999999999997,0.0,80,100,250,112,0.16,0.158
5,-5.5694,0.0,80,100,250,112,0.16,0.158
-6,4.8796,8.0,80,100,250,112,0.16,0.158
-5,5.7034,8.0,80,100,250,112,0.16,0.158
-4,6.3111,8.0,80,100,250,112,0.16,0.158
-3,6.975,8.0,80,100,250,112,0.16,0.158
-2,7.1989,8.0,80,100,250,112,0.16,0.158
-1,7.1845,8.0,80,100,250,112,0.16,0.158
0,6.7789,8.0,80,100,250,112,0.16,0.158
1,5.9037,8.0,80,100,250,112,0.16,0.158
2,4.2321,8.0,80,100,250,112,0.16,0.158
3,3.0039,8.0,80,100,250,112,0.16,0.158
4,-0.026175999999999998,8.0,80,100,250,112,0.16,0.158
5,-0.068017,8.0,80,100,250,112,0.16,0.158
-6,4.8805,16.0,80,100,250,112,0.16,0.158
-5,5.649,16.0,80,100,250,112,0.16,0.158
-4,6.4692,16.0,80,100,250,112,0.16,0.158
-3,7.0583,16.0,80,100,250,112,0.16,0.158
-2,7.6169,16.0,80,100,250,112,0.16,0.158
-1,7.4421,16.0,80,100,250,112,0.16,0.158
0,7.3432,16.0,80,100,250,112,0.16,0.158
1,6.5206,16.0,80,100,250,112,0.16,0.158
2,5.6874,16.0,80,100,250,112,0.16,0.158
3,3.6555,16.0,80,100,250,112,0.16,0.158
4,2.6043,16.0,80,100,250,112,0.16,0.158
5,0.13667,16.0,80,100,250,112,0.16,0.158
-6,4.8855,24.0,80,100,250,112,0.16,0.158
-5,5.7709,24.0,80,100,250,112,0.16,0.158
-4,6.5521,24.0,80,100,250,112,0.16,0.158
-3,7.2448,24.0,80,100,250,112,0.16,0.158
-2,7.6834,24.0,80,100,250,112,0.16,0.158
-1,7.9409,24.0,80,100,250,112,0.16,0.158
0,7.7581,24.0,80,100,250,112,0.16,0.158
1,7.2961,24.0,80,100,250,112,0.16,0.158
2,6.5793,24.0,80,100,250,112,0.16,0.158
3,5.2518,24.0,80,100,250,112,0.16,0.158
4,3.9041,24.0,80,100,250,112,0.16,0.158
5,1.9463,24.0,80,100,250,112,0.16,0.158
-6,4.9245,32.0,80,100,250,112,0.16,0.158
-5,5.7349,32.0,80,100,250,112,0.16,0.158
-4,6.5428,32.0,80,100,250,112,0.16,0.158
-3,7.2311,32.0,80,100,250,112,0.16,0.158
-2,7.8654,32.0,80,100,250,112,0.16,0.158
-1,8.1622,32.0,80,100,250,112,0.16,0.158
0,8.0249,32.0,80,100,250,112,0.16,0.158
1,7.5626,32.0,80,100,250,112,0.16,0.158
2,6.885,32.0,80,100,250,112,0.16,0.158
3,5.5106,32.0,80,100,250,112,0.16,0.158
4,4.1997,32.0,80,100,250,112,0.16,0.158
5,2.7766,32.0,80,100,250,112,0.16,0.158
-6,4.9512,40.0,80,100,250,112,0.16,0.158
-5,5.7286,40.0,80,100,250,112,0.16,0.158
-4,6.6195,40.0,80,100,250,112,0.16,0.158
-3,7.2458,40.0,80,100,250,112,0.16,0.158
-2,7.9149,40.0,80,100,250,112,0.16,0.158
-1,8.305,40.0,80,100,250,112,0.16,0.158
0,8.3404,40.0,80,100,250,112,0.16,0.158
1,7.8907,40.0,80,100,250,112,0.16,0.158
2,7.2907,40.0,80,100,250,112,0.16,0.158
3,5.8167,40.0,80,100,250,112,0.16,0.158
4,5.3185,40.0,80,100,250,112,0.16,0.158
5,2.8252,40.0,80,100,250,112,0.16,0.158
-6,4.9024,48.0,80,100,250,112,0.16,0.158
-5,5.6401,48.0,80,100,250,112,0.16,0.158
-4,6.5084,48.0,80,100,250,112,0.16,0.158
-3,7.2639,48.0,80,100,250,112,0.16,0.158
-2,7.9194,48.0,80,100,250,112,0.16,0.158
-1,8.28,48.0,80,100,250,112,0.16,0.158
0,8.2685,48.0,80,100,250,112,0.16,0.158
1,8.1359,48.0,80,100,250,112,0.16,0.158
2,7.4526,48.0,80,100,250,112,0.16,0.158
3,6.6171,48.0,80,100,250,112,0.16,0.158
4,4.9796,48.0,80,100,250,112,0.16,0.158
5,3.7332,48.0,80,100,250,112,0.16,0.158
-6,4.886,56.0,80,100,250,112,0.16,0.158
-5,5.6903,56.0,80,100,250,112,0.16,0.158
-4,6.5405,56.0,80,100,250,112,0.16,0.158
-3,7.3146,56.0,80,100,250,112,0.16,0.158
-2,7.9487,56.0,80,100,250,112,0.16,0.158
-1,8.3767,56.0,80,100,250,112,0.16,0.158
0,8.4435,56.0,80,100,250,112,0.16,0.158
1,8.209,56.0,80,100,250,112,0.16,0.158
2,7.644,56.0,80,100,250,112,0.16,0.158
3,6.8779,56.0,80,100,250,112,0.16,0.158
4,5.5463,56.0,80,100,250,112,0.16,0.158
5,3.9571,56.0,80,100,250,112,0.16,0.158
-6,4.9015,64.0,80,100,250,112,0.16,0.158
-5,5.6654,64.0,80,100,250,112,0.16,0.158
-4,6.5137,64.0,80,100,250,112,0.16,0.158
-3,7.2532,64.0,80,100,250,112,0.16,0.158
-2,7.9847,64.0,80,100,250,112,0.16,0.158
-1,8.4737,64.0,80,100,250,112,0.16,0.158
0,8.4628,64.0,80,100,250,112,0.16,0.158
1,8.1818,64.0,80,100,250,112,0.16,0.158
2,7.7595,64.0,80,100,250,112,0.16,0.158
3,6.9101,64.0,80,100,250,112,0.16,0.158
4,5.0697,64.0,80,100,250,112,0.16,0.158
5,4.2867,64.0,80,100,250,112,0.16,0.158
-6,4.8651,72.0,80,100,250,112,0.16,0.158
-5,5.8155,72.0,80,100,250,112,0.16,0.158
-4,6.4895,72.0,80,100,250,112,0.16,0.158
-3,7.2301,72.0,80,100,250,112,0.16,0.158
-2,8.0895,72.0,80,100,250,112,0.16,0.158
-1,8.3849,72.0,80,100,250,112,0.16,0.158
0,8.6951,72.0,80,100,250,112,0.16,0.158
1,8.4118,72.0,80,100,250,112,0.16,0.158
2,7.7471,72.0,80,100,250,112,0.16,0.158
3,6.2964,72.0,80,100,250,112,0.16,0.158
4,6.0154,72.0,80,100,250,112,0.16,0.158
5,4.3148,72.0,80,100,250,112,0.16,0.158
-6,4.8452,80.0,80,100,250,112,0.16,0.158
-5,5.5978,80.0,80,100,250,112,0.16,0.158
-4,6.4491,80.0,80,100,250,112,0.16,0.158
-3,7.204,80.0,80,100,250,112,0.16,0.158
-2,8.0594,80.0,80,100,250,112,0.16,0.158
-1,8.6254,80.0,80,100,250,112,0.16,0.158
0,8.7499,80.0,80,100,250,112,0.16,0.158
1,8.22,80.0,80,100,250,112,0.16,0.158
2,7.8743,80.0,80,100,250,112,0.16,0.158
3,6.9465,80.0,80,100,250,112,0.16,0.158
4,6.0916,80.0,80,100,250,112,0.16,0.158
5,3.7455,80.0,80,100,250,112,0.16,0.158
-3,3.4211,0.0,120,100,250,112,0.16,0.158
-2,4.1418,0.0,120,100,250,112,0.16,0.158
-1,4.5680000000000005,0.0,120,100,250,112,0.16,0.158
0,4.7651,0.0,120,100,250,112,0.16,0.158
1,4.6273,0.0,120,100,250,112,0.16,0.158
2,4.1527,0.0,120,100,250,112,0.16,0.158
3,2.9125,0.0,120,100,250,112,0.16,0.158
4,1.5523,0.0,120,100,250,112,0.16,0.158
5,-0.52265,0.0,120,100,250,112,0.16,0.158
6,-2.8944,0.0,120,100,250,112,0.16,0.158
7,-6.2761,0.0,120,100,250,112,0.16,0.158
8,-13.749,0.0,120,100,250,112,0.16,0.158
-3,3.4584,10.0,120,100,250,112,0.16,0.158
-2,4.1746,10.0,120,100,250,112,0.16,0.158
-1,4.7958,10.0,120,100,250,112,0.16,0.158
0,5.2643,10.0,120,100,250,112,0.16,0.158
1,5.4641,10.0,120,100,250,112,0.16,0.158
2,5.1037,10.0,120,100,250,112,0.16,0.158
3,4.1464,10.0,120,100,250,112,0.16,0.158
4,3.3841,10.0,120,100,250,112,0.16,0.158
5,1.4027,10.0,120,100,250,112,0.16,0.158
6,-0.59928,10.0,120,100,250,112,0.16,0.158
7,-2.5928,10.0,120,100,250,112,0.16,0.158
8,-5.9974,10.0,120,100,250,112,0.16,0.158
-3,3.5081,20.0,120,100,250,112,0.16,0.158
-2,4.2337,20.0,120,100,250,112,0.16,0.158
-1,4.9378,20.0,120,100,250,112,0.16,0.158
0,5.4977,20.0,120,100,250,112,0.16,0.158
1,5.8782,20.0,120,100,250,112,0.16,0.158
2,5.3415,20.0,120,100,250,112,0.16,0.158
3,5.2174,20.0,120,100,250,112,0.16,0.158
4,4.3634,20.0,120,100,250,112,0.16,0.158
5,3.1816,20.0,120,100,250,112,0.16,0.158
6,1.8025,20.0,120,100,250,112,0.16,0.158
7,-1.1123,20.0,120,100,250,112,0.16,0.158
8,-4.3417,20.0,120,100,250,112,0.16,0.158
-3,3.5236,30.0,120,100,250,112,0.16,0.158
-2,4.3229,30.0,120,100,250,112,0.16,0.158
-1,5.0383,30.0,120,100,250,112,0.16,0.158
0,5.6513,30.0,120,100,250,112,0.16,0.158
1,6.0053,30.0,120,100,250,112,0.16,0.158
2,6.1995,30.0,120,100,250,112,0.16,0.158
3,5.8238,30.0,120,100,250,112,0.16,0.158
4,5.1947,30.0,120,100,250,112,0.16,0.158
5,3.7484,30.0,120,100,250,112,0.16,0.158
6,2.1324,30.0,120,100,250,112,0.16,0.158
7,0.18700999999999998,30.0,120,100,250,112,0.16,0.158
8,-2.362,30.0,120,100,250,112,0.16,0.158
-3,3.5056,40.0,120,100,250,112,0.16,0.158
-2,4.2691,40.0,120,100,250,112,0.16,0.158
-1,5.109,40.0,120,100,250,112,0.16,0.158
0,5.6869,40.0,120,100,250,112,0.16,0.158
1,6.1427,40.0,120,100,250,112,0.16,0.158
2,6.2431,40.0,120,100,250,112,0.16,0.158
3,6.2002,40.0,120,100,250,112,0.16,0.158
4,5.7949,40.0,120,100,250,112,0.16,0.158
5,4.6437,40.0,120,100,250,112,0.16,0.158
6,3.7744,40.0,120,100,250,112,0.16,0.158
7,0.7315699999999999,40.0,120,100,250,112,0.16,0.158
8,-1.2481,40.0,120,100,250,112,0.16,0.158
-3,3.4194,50.0,120,100,250,112,0.16,0.158
-2,4.246,50.0,120,100,250,112,0.16,0.158
-1,5.0787,50.0,120,100,250,112,0.16,0.158
0,5.7349,50.0,120,100,250,112,0.16,0.158
1,6.2992,50.0,120,100,250,112,0.16,0.158
2,6.5421,50.0,120,100,250,112,0.16,0.158
3,6.4707,50.0,120,100,250,112,0.16,0.158
4,5.5133,50.0,120,100,250,112,0.16,0.158
5,4.2811,50.0,120,100,250,112,0.16,0.158
6,3.7795,50.0,120,100,250,112,0.16,0.158
7,1.0444,50.0,120,100,250,112,0.16,0.158
8,-0.31296999999999997,50.0,120,100,250,112,0.16,0.158
-3,3.4444,60.0,120,100,250,112,0.16,0.158
-2,4.2847,60.0,120,100,250,112,0.16,0.158
-1,5.0549,60.0,120,100,250,112,0.16,0.158
0,5.7511,60.0,120,100,250,112,0.16,0.158
1,6.3537,60.0,120,100,250,112,0.16,0.158
2,6.6354,60.0,120,100,250,112,0.16,0.158
3,6.485,60.0,120,100,250,112,0.16,0.158
4,6.0484,60.0,120,100,250,112,0.16,0.158
5,4.8774,60.0,120,100,250,112,0.16,0.158
6,3.5954,60.0,120,100,250,112,0.16,0.158
7,1.9922,60.0,120,100,250,112,0.16,0.158
8,0.30585,60.0,120,100,250,112,0.16,0.158
-3,3.4594,70.0,120,100,250,112,0.16,0.158
-2,4.2476,70.0,120,100,250,112,0.16,0.158
-1,5.0397,70.0,120,100,250,112,0.16,0.158
0,5.7165,70.0,120,100,250,112,0.16,0.158
1,6.3203,70.0,120,100,250,112,0.16,0.158
2,6.7418,70.0,120,100,250,112,0.16,0.158
3,6.5244,70.0,120,100,250,112,0.16,0.158
4,6.1216,70.0,120,100,250,112,0.16,0.158
5,4.8865,70.0,120,100,250,112,0.16,0.158
6,4.2743,70.0,120,100,250,112,0.16,0.158
7,2.4509,70.0,120,100,250,112,0.16,0.158
8,0.16806,70.0,120,100,250,112,0.16,0.158
-3,3.4587,80.0,120,100,250,112,0.16,0.158
-2,4.2791,80.0,120,100,250,112,0.16,0.158
-1,4.9656,80.0,120,100,250,112,0.16,0.158
0,5.7017,80.0,120,100,250,112,0.16,0.158
1,6.3566,80.0,120,100,250,112,0.16,0.158
2,6.6937,80.0,120,100,250,112,0.16,0.158
3,6.5746,80.0,120,100,250,112,0.16,0.158
4,6.2301,80.0,120,100,250,112,0.16,0.158
5,5.4051,80.0,120,100,250,112,0.16,0.158
6,4.3354,80.0,120,100,250,112,0.16,0.158
7,2.1579,80.0,120,100,250,112,0.16,0.158
8,0.31943,80.0,120,100,250,112,0.16,0.158
-3,3.3754,90.0,120,100,250,112,0.16,0.158
-2,4.2707,90.0,120,100,250,112,0.16,0.158
-1,4.9801,90.0,120,100,250,112,0.16,0.158
0,5.6943,90.0,120,100,250,112,0.16,0.158
1,6.261,90.0,120,100,250,112,0.16,0.158
2,6.6563,90.0,120,100,250,112,0.16,0.158
3,6.6021,90.0,120,100,250,112,0.16,0.158
4,6.252000000000001,90.0,120,100,250,112,0.16,0.158
5,5.3889,90.0,120,100,250,112,0.16,0.158
6,4.4387,90.0,120,100,250,112,0.16,0.158
7,1.7585,90.0,120,100,250,112,0.16,0.158
8,0.41488,90.0,120,100,250,112,0.16,0.158
-3,3.4521,100.0,120,100,250,112,0.16,0.158
-2,4.2298,100.0,120,100,250,112,0.16,0.158
-1,5.0677,100.0,120,100,250,112,0.16,0.158
0,5.6931,100.0,120,100,250,112,0.16,0.158
1,6.2734,100.0,120,100,250,112,0.16,0.158
2,6.6579,100.0,120,100,250,112,0.16,0.158
3,6.6839,100.0,120,100,250,112,0.16,0.158
4,6.1934,100.0,120,100,250,112,0.16,0.158
5,5.5403,100.0,120,100,250,112,0.16,0.158
6,4.4416,100.0,120,100,250,112,0.16,0.158
7,2.4983,100.0,120,100,250,112,0.16,0.158
8,-0.17999,100.0,120,100,250,112,0.16,0.158
-3,3.4124,110.0,120,100,250,112,0.16,0.158
-2,4.2041,110.0,120,100,250,112,0.16,0.158
-1,4.9591,110.0,120,100,250,112,0.16,0.158
0,5.7581,110.0,120,100,250,112,0.16,0.158
1,6.2534,110.0,120,100,250,112,0.16,0.158
2,6.5863,110.0,120,100,250,112,0.16,0.158
3,6.6443,110.0,120,100,250,112,0.16,0.158
4,6.348,110.0,120,100,250,112,0.16,0.158
5,5.5057,110.0,120,100,250,112,0.16,0.158
6,3.8125,110.0,120,100,250,112,0.16,0.158
7,2.9773,110.0,120,100,250,112,0.16,0.158
8,0.25179,110.0,120,100,250,112,0.16,0.158
-3,3.3803,120.0,120,100,250,112,0.16,0.158
-2,4.1946,120.0,120,100,250,112,0.16,0.158
-1,4.919,120.0,120,100,250,112,0.16,0.158
0,5.6784,120.0,120,100,250,112,0.16,0.158
1,6.3323,120.0,120,100,250,112,0.16,0.158
2,6.6131,120.0,120,100,250,112,0.16,0.158
3,6.595,120.0,120,100,250,112,0.16,0.158
4,6.2486,120.0,120,100,250,112,0.16,0.158
5,5.1516,120.0,120,100,250,112,0.16,0.158
6,4.5392,120.0,120,100,250,112,0.16,0.158
7,1.8869999999999998,120.0,120,100,250,112,0.16,0.158
8,0.050437,120.0,120,100,250,112,0.16,0.158
-1,1.8224,0.0,150,100,250,112,0.16,0.158
0,2.3804,0.0,150,100,250,112,0.16,0.158
1,2.8485,0.0,150,100,250,112,0.16,0.158
2,2.9399,0.0,150,100,250,112,0.16,0.158
3,2.5787,0.0,150,100,250,112,0.16,0.158
4,1.6575,0.0,150,100,250,112,0.16,0.158
5,0.4937,0.0,150,100,250,112,0.16,0.158
6,-2.8533,0.0,150,100,250,112,0.16,0.158
7,-4.4409,0.0,150,100,250,112,0.16,0.158
8,-9.8888,0.0,150,100,250,112,0.16,0.158
9,-12.005,0.0,150,100,250,112,0.16,0.158
10,-16.392,0.0,150,100,250,112,0.16,0.158
-1,1.9011,10.0,150,100,250,112,0.16,0.158
0,2.5712,10.0,150,100,250,112,0.16,0.158
1,3.1685,10.0,150,100,250,112,0.16,0.158
2,3.5011,10.0,150,100,250,112,0.16,0.158
3,3.2258,10.0,150,100,250,112,0.16,0.158
4,2.9334,10.0,150,100,250,112,0.16,0.158
5,2.01,10.0,150,100,250,112,0.16,0.158
6,0.11800999999999999,10.0,150,100,250,112,0.16,0.158
7,-1.2942,10.0,150,100,250,112,0.16,0.158
8,-5.3492,10.0,150,100,250,112,0.16,0.158
9,-8.2374,10.0,150,100,250,112,0.16,0.158
10,-14.722999999999999,10.0,150,100,250,112,0.16,0.158
-1,2.0043,20.0,150,100,250,112,0.16,0.158
0,2.7618,20.0,150,100,250,112,0.16,0.158
1,3.3023,20.0,150,100,250,112,0.16,0.158
2,3.8188,20.0,150,100,250,112,0.16,0.158
3,3.951,20.0,150,100,250,112,0.16,0.158
4,3.9259,20.0,150,100,250,112,0.16,0.158
5,3.2859,20.0,150,100,250,112,0.16,0.158
6,2.2593,20.0,150,100,250,112,0.16,0.158
7,-0.65582,20.0,150,100,250,112,0.16,0.158
8,-1.3901,20.0,150,100,250,112,0.16,0.158
9,-5.159,20.0,150,100,250,112,0.16,0.158
10,-11.08,20.0,150,100,250,112,0.16,0.158
-1,2.0555,30.0,150,100,250,112,0.16,0.158
0,2.6549,30.0,150,100,250,112,0.16,0.158
1,3.4455,30.0,150,100,250,112,0.16,0.158
2,4.0036,30.0,150,100,250,112,0.16,0.158
3,4.3862,30.0,150,100,250,112,0.16,0.158
4,4.2839,30.0,150,100,250,112,0.16,0.158
5,4.0402,30.0,150,100,250,112,0.16,0.158
6,2.4095,30.0,150,100,250,112,0.16,0.158
7,0.6655399999999999,30.0,150,100,250,112,0.16,0.158
8,-0.5876399999999999,30.0,150,100,250,112,0.16,0.158
9,-3.1835,30.0,150,100,250,112,0.16,0.158
10,-4.5986,30.0,150,100,250,112,0.16,0.158
-1,2.0422,40.0,150,100,250,112,0.16,0.158
0,2.8075,40.0,150,100,250,112,0.16,0.158
1,3.4556,40.0,150,100,250,112,0.16,0.158
2,4.0288,40.0,150,100,250,112,0.16,0.158
3,4.4665,40.0,150,100,250,112,0.16,0.158
4,4.6368,40.0,150,100,250,112,0.16,0.158
5,4.0917,40.0,150,100,250,112,0.16,0.158
6,3.3654,40.0,150,100,250,112,0.16,0.158
7,2.0537,40.0,150,100,250,112,0.16,0.158
8,-0.038332,40.0,150,100,250,112,0.16,0.158
9,-2.1006,40.0,150,100,250,112,0.16,0.158
10,-5.303,40.0,150,100,250,112,0.16,0.158
-1,2.028,50.0,150,100,250,112,0.16,0.158
0,2.7416,50.0,150,100,250,112,0.16,0.158
1,3.5116,50.0,150,100,250,112,0.16,0.158
2,4.0983,50.0,150,100,250,112,0.16,0.158
3,4.5253,50.0,150,100,250,112,0.16,0.158
4,4.6346,50.0,150,100,250,112,0.16,0.158
5,4.5833,50.0,150,100,250,112,0.16,0.158
6,3.7975,50.0,150,100,250,112,0.16,0.158
7,2.4905,50.0,150,100,250,112,0.16,0.158
8,0.57089,50.0,150,100,250,112,0.16,0.158
9,-1.2046,50.0,150,100,250,112,0.16,0.158
10,-3.917,50.0,150,100,250,112,0.16,0.158
-1,1.9823,60.0,150,100,250,112,0.16,0.158
0,2.8059,60.0,150,100,250,112,0.16,0.158
1,3.4629,60.0,150,100,250,112,0.16,0.158
2,4.0192,60.0,150,100,250,112,0.16,0.158
3,4.6609,60.0,150,100,250,112,0.16,0.158
4,4.7745,60.0,150,100,250,112,0.16,0.158
5,4.3386,60.0,150,100,250,112,0.16,0.158
6,3.8011,60.0,150,100,250,112,0.16,0.158
7,2.6794,60.0,150,100,250,112,0.16,0.158
8,0.384,60.0,150,100,250,112,0.16,0.158
9,-1.1037,60.0,150,100,250,112,0.16,0.158
10,-3.2902,60.0,150,100,250,112,0.16,0.158
-1,1.8903,70.0,150,100,250,112,0.16,0.158
0,2.6807,70.0,150,100,250,112,0.16,0.158
1,3.4814,70.0,150,100,250,112,0.16,0.158
2,4.1414,70.0,150,100,250,112,0.16,0.158
3,4.6299,70.0,150,100,250,112,0.16,0.158
4,4.8928,70.0,150,100,250,112,0.16,0.158
5,4.7312,70.0,150,100,250,112,0.16,0.158
6,3.8985,70.0,150,100,250,112,0.16,0.158
7,2.4818,70.0,150,100,250,112,0.16,0.158
8,1.4476,70.0,150,100,250,112,0.16,0.158
9,-1.0979999999999999,70.0,150,100,250,112,0.16,0.158
10,-3.7837,70.0,150,100,250,112,0.16,0.158
-1,1.9445,80.0,150,100,250,112,0.16,0.158
0,2.7739999999999996,80.0,150,100,250,112,0.16,0.158
1,3.4604,80.0,150,100,250,112,0.16,0.158
2,4.1578,80.0,150,100,250,112,0.16,0.158
3,4.6093,80.0,150,100,250,112,0.16,0.158
4,4.9554,80.0,150,100,250,112,0.16,0.158
5,4.3911,80.0,150,100,250,112,0.16,0.158
6,3.8111,80.0,150,100,250,112,0.16,0.158
7,2.489,80.0,150,100,250,112,0.16,0.158
8,0.9697899999999999,80.0,150,100,250,112,0.16,0.158
9,-1.4156,80.0,150,100,250,112,0.16,0.158
10,-2.3719,80.0,150,100,250,112,0.16,0.158
-1,1.9574,90.0,150,100,250,112,0.16,0.158
0,2.6552,90.0,150,100,250,112,0.16,0.158
1,3.4489,90.0,150,100,250,112,0.16,0.158
2,4.0825,90.0,150,100,250,112,0.16,0.158
3,4.5705,90.0,150,100,250,112,0.16,0.158
4,4.8321,90.0,150,100,250,112,0.16,0.158
5,4.5786,90.0,150,100,250,112,0.16,0.158
6,4.0471,90.0,150,100,250,112,0.16,0.158
7,3.0323,90.0,150,100,250,112,0.16,0.158
8,1.051,90.0,150,100,250,112,0.16,0.158
9,0.18277000000000002,90.0,150,100,250,112,0.16,0.158
10,-2.5773,90.0,150,100,250,112,0.16,0.158
-1,1.9334,100.0,150,100,250,112,0.16,0.158
0,2.6575,100.0,150,100,250,112,0.16,0.158
1,3.4367,100.0,150,100,250,112,0.16,0.158
2,4.0906,100.0,150,100,250,112,0.16,0.158
3,4.6072,100.0,150,100,250,112,0.16,0.158
4,4.8587,100.0,150,100,250,112,0.16,0.158
5,4.7479,100.0,150,100,250,112,0.16,0.158
6,3.9684,100.0,150,100,250,112,0.16,0.158
7,3.3102,100.0,150,100,250,112,0.16,0.158
8,1.6483,100.0,150,100,250,112,0.16,0.158
9,-0.74884,100.0,150,100,250,112,0.16,0.158
10,-3.1716,100.0,150,100,250,112,0.16,0.158
-1,1.9802,110.0,150,100,250,112,0.16,0.158
0,2.7663,110.0,150,100,250,112,0.16,0.158
1,3.4589999999999996,110.0,150,100,250,112,0.16,0.158
2,4.0579,110.0,150,100,250,112,0.16,0.158
3,4.5304,110.0,150,100,250,112,0.16,0.158
4,4.8497,110.0,150,100,250,112,0.16,0.158
5,4.7882,110.0,150,100,250,112,0.16,0.158
6,4.0021,110.0,150,100,250,112,0.16,0.158
7,2.0196,110.0,150,100,250,112,0.16,0.158
8,1.1079,110.0,150,100,250,112,0.16,0.158
9,-0.6572399999999999,110.0,150,100,250,112,0.16,0.158
10,-3.3918,110.0,150,100,250,112,0.16,0.158
-1,1.8419999999999999,120.0,150,100,250,112,0.16,0.158
0,2.7103,120.0,150,100,250,112,0.16,0.158
1,3.4173,120.0,150,100,250,112,0.16,0.158
2,4.113,120.0,150,100,250,112,0.16,0.158
3,4.5439,120.0,150,100,250,112,0.16,0.158
4,4.9107,120.0,150,100,250,112,0.16,0.158
5,4.6718,120.0,150,100,250,112,0.16,0.158
6,4.3739,120.0,150,100,250,112,0.16,0.158
7,3.1897,120.0,150,100,250,112,0.16,0.158
8,1.2495,120.0,150,100,250,112,0.16,0.158
9,-0.40019,120.0,150,100,250,112,0.16,0.158
10,-3.0885,120.0,150,100,250,112,0.16,0.158
-1,1.8289,130.0,150,100,250,112,0.16,0.158
0,2.6606,130.0,150,100,250,112,0.16,0.158
1,3.3962,130.0,150,100,250,112,0.16,0.158
2,3.9737,130.0,150,100,250,112,0.16,0.158
