QdB, laserPowerdBmArray, segmentLength_1, percComp, fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
4.5409,2,20,100,250,112,0.16,0.158,40
-0.53059,1,4,100,250,112,0.16,0.158,10
6.3587,-5,0,100,250,112,0.16,0.158,10
1.795,3,20,100,250,112,0.16,0.158,40
6.3316,-8,24,100,250,112,0.16,0.158,40
7.0855,-7,24,100,250,112,0.16,0.158,40
7.8088,-6,24,100,250,112,0.16,0.158,40
8.5315,-5,24,100,250,112,0.16,0.158,40
8.908,-4,24,100,250,112,0.16,0.158,40
9.0509,-3,24,100,250,112,0.16,0.158,40
8.5001,-2,24,100,250,112,0.16,0.158,40
8.2163,-1,24,100,250,112,0.16,0.158,40
7.2831,0,24,100,250,112,0.16,0.158,40
-2.5117,2,4,100,250,112,0.16,0.158,10
5.7581,1,24,100,250,112,0.16,0.158,40
5.0454,2,24,100,250,112,0.16,0.158,40
2.7368,3,24,100,250,112,0.16,0.158,40
6.2616,-8,28,100,250,112,0.16,0.158,40
7.0835,-7,28,100,250,112,0.16,0.158,40
7.9394,-6,28,100,250,112,0.16,0.158,40
8.5894,-5,28,100,250,112,0.16,0.158,40
9.1308,-4,28,100,250,112,0.16,0.158,40
9.0308,-3,28,100,250,112,0.16,0.158,40
8.7632,-2,28,100,250,112,0.16,0.158,40
4.9466,-9,5,100,250,112,0.16,0.158,10
8.3645,-1,28,100,250,112,0.16,0.158,40
7.5952,0,28,100,250,112,0.16,0.158,40
6.1007,1,28,100,250,112,0.16,0.158,40
5.1819,2,28,100,250,112,0.16,0.158,40
3.3806,3,28,100,250,112,0.16,0.158,40
6.2458,-8,32,100,250,112,0.16,0.158,40
7.0496,-7,32,100,250,112,0.16,0.158,40
7.8566,-6,32,100,250,112,0.16,0.158,40
8.7054,-5,32,100,250,112,0.16,0.158,40
9.1489,-4,32,100,250,112,0.16,0.158,40
5.7814,-8,5,100,250,112,0.16,0.158,10
9.1416,-3,32,100,250,112,0.16,0.158,40
8.6773,-2,32,100,250,112,0.16,0.158,40
8.4413,-1,32,100,250,112,0.16,0.158,40
7.6079,0,32,100,250,112,0.16,0.158,40
6.7359,1,32,100,250,112,0.16,0.158,40
5.3027,2,32,100,250,112,0.16,0.158,40
3.7821,3,32,100,250,112,0.16,0.158,40
6.3048,-8,36,100,250,112,0.16,0.158,40
7.1051,-7,36,100,250,112,0.16,0.158,40
7.8847,-6,36,100,250,112,0.16,0.158,40
6.4299,-7,5,100,250,112,0.16,0.158,10
8.8069,-5,36,100,250,112,0.16,0.158,40
9.2125,-4,36,100,250,112,0.16,0.158,40
9.3774,-3,36,100,250,112,0.16,0.158,40
9.2596,-2,36,100,250,112,0.16,0.158,40
8.6254,-1,36,100,250,112,0.16,0.158,40
8.0828,0,36,100,250,112,0.16,0.158,40
7.0324,1,36,100,250,112,0.16,0.158,40
5.3353,2,36,100,250,112,0.16,0.158,40
3.8922,3,36,100,250,112,0.16,0.158,40
6.1975,-8,40,100,250,112,0.16,0.158,40
6.8931,-6,5,100,250,112,0.16,0.158,10
7.1179,-7,40,100,250,112,0.16,0.158,40
7.8997,-6,40,100,250,112,0.16,0.158,40
8.6205,-5,40,100,250,112,0.16,0.158,40
9.1972,-4,40,100,250,112,0.16,0.158,40
9.6415,-3,40,100,250,112,0.16,0.158,40
9.3686,-2,40,100,250,112,0.16,0.158,40
8.7157,-1,40,100,250,112,0.16,0.158,40
8.056,0,40,100,250,112,0.16,0.158,40
7.622,1,40,100,250,112,0.16,0.158,40
6.4196,2,40,100,250,112,0.16,0.158,40
7.1379,-5,5,100,250,112,0.16,0.158,10
5.0119,3,40,100,250,112,0.16,0.158,40
6.3991,-7,0,100,250,112,0.16,0.158,50
7.112,-6,0,100,250,112,0.16,0.158,50
7.4918,-5,0,100,250,112,0.16,0.158,50
7.7008,-4,0,100,250,112,0.16,0.158,50
7.4178,-3,0,100,250,112,0.16,0.158,50
6.7883,-2,0,100,250,112,0.16,0.158,50
5.8279,-1,0,100,250,112,0.16,0.158,50
4.6835,0,0,100,250,112,0.16,0.158,50
2.1364,1,0,100,250,112,0.16,0.158,50
7.3644,-4,5,100,250,112,0.16,0.158,10
0.72929,2,0,100,250,112,0.16,0.158,50
-0.9734,3,0,100,250,112,0.16,0.158,50
-3.5348,4,0,100,250,112,0.16,0.158,50
6.491,-7,5,100,250,112,0.16,0.158,50
7.0467,-6,5,100,250,112,0.16,0.158,50
7.7526,-5,5,100,250,112,0.16,0.158,50
7.98,-4,5,100,250,112,0.16,0.158,50
7.8699,-3,5,100,250,112,0.16,0.158,50
7.295,-2,5,100,250,112,0.16,0.158,50
6.5903,-1,5,100,250,112,0.16,0.158,50
6.6668,-3,5,100,250,112,0.16,0.158,10
5.7286,0,5,100,250,112,0.16,0.158,50
3.7364,1,5,100,250,112,0.16,0.158,50
2.1315,2,5,100,250,112,0.16,0.158,50
-0.57288,3,5,100,250,112,0.16,0.158,50
-2.8373,4,5,100,250,112,0.16,0.158,50
6.413,-7,10,100,250,112,0.16,0.158,50
7.228,-6,10,100,250,112,0.16,0.158,50
7.7581,-5,10,100,250,112,0.16,0.158,50
8.2385,-4,10,100,250,112,0.16,0.158,50
8.28,-3,10,100,250,112,0.16,0.158,50
6.0606,-2,5,100,250,112,0.16,0.158,10
7.8493,-2,10,100,250,112,0.16,0.158,50
7.2617,-1,10,100,250,112,0.16,0.158,50
6.1928,0,10,100,250,112,0.16,0.158,50
3.8647,1,10,100,250,112,0.16,0.158,50
2.6575,2,10,100,250,112,0.16,0.158,50
0.65131,3,10,100,250,112,0.16,0.158,50
-2.2797,4,10,100,250,112,0.16,0.158,50
6.4647,-7,15,100,250,112,0.16,0.158,50
7.2917,-6,15,100,250,112,0.16,0.158,50
7.8922,-5,15,100,250,112,0.16,0.158,50
4.3841,-1,5,100,250,112,0.16,0.158,10
6.1787,-4,0,100,250,112,0.16,0.158,10
8.3246,-4,15,100,250,112,0.16,0.158,50
8.478,-3,15,100,250,112,0.16,0.158,50
8.0412,-2,15,100,250,112,0.16,0.158,50
7.7693,-1,15,100,250,112,0.16,0.158,50
6.2845,0,15,100,250,112,0.16,0.158,50
5.841,1,15,100,250,112,0.16,0.158,50
2.9642,2,15,100,250,112,0.16,0.158,50
1.8137,3,15,100,250,112,0.16,0.158,50
0.71733,4,15,100,250,112,0.16,0.158,50
6.5474,-7,20,100,250,112,0.16,0.158,50
2.2793,0,5,100,250,112,0.16,0.158,10
7.351,-6,20,100,250,112,0.16,0.158,50
8.1031,-5,20,100,250,112,0.16,0.158,50
8.4585,-4,20,100,250,112,0.16,0.158,50
8.7686,-3,20,100,250,112,0.16,0.158,50
8.3665,-2,20,100,250,112,0.16,0.158,50
7.9425,-1,20,100,250,112,0.16,0.158,50
5.9927,0,20,100,250,112,0.16,0.158,50
6.4101,1,20,100,250,112,0.16,0.158,50
4.5439,2,20,100,250,112,0.16,0.158,50
3.0026,3,20,100,250,112,0.16,0.158,50
0.73784,1,5,100,250,112,0.16,0.158,10
1.0504,4,20,100,250,112,0.16,0.158,50
6.5459,-7,25,100,250,112,0.16,0.158,50
7.3026,-6,25,100,250,112,0.16,0.158,50
7.9737,-5,25,100,250,112,0.16,0.158,50
8.7235,-4,25,100,250,112,0.16,0.158,50
8.8042,-3,25,100,250,112,0.16,0.158,50
8.6951,-2,25,100,250,112,0.16,0.158,50
8.3767,-1,25,100,250,112,0.16,0.158,50
6.0709,0,25,100,250,112,0.16,0.158,50
5.9092,1,25,100,250,112,0.16,0.158,50
-0.81892,2,5,100,250,112,0.16,0.158,10
5.3988,2,25,100,250,112,0.16,0.158,50
3.5088,3,25,100,250,112,0.16,0.158,50
0.9824,4,25,100,250,112,0.16,0.158,50
6.491,-7,30,100,250,112,0.16,0.158,50
7.3026,-6,30,100,250,112,0.16,0.158,50
7.9627,-5,30,100,250,112,0.16,0.158,50
8.69,-4,30,100,250,112,0.16,0.158,50
8.8812,-3,30,100,250,112,0.16,0.158,50
8.9982,-2,30,100,250,112,0.16,0.158,50
8.3504,-1,30,100,250,112,0.16,0.158,50
4.9894,-9,6,100,250,112,0.16,0.158,10
8.0428,0,30,100,250,112,0.16,0.158,50
6.963,1,30,100,250,112,0.16,0.158,50
6.0994,2,30,100,250,112,0.16,0.158,50
4.6204,3,30,100,250,112,0.16,0.158,50
1.7408,4,30,100,250,112,0.16,0.158,50
6.464,-7,35,100,250,112,0.16,0.158,50
7.2692,-6,35,100,250,112,0.16,0.158,50
8.1516,-5,35,100,250,112,0.16,0.158,50
8.5613,-4,35,100,250,112,0.16,0.158,50
9.1635,-3,35,100,250,112,0.16,0.158,50
5.7292,-8,6,100,250,112,0.16,0.158,10
9.0989,-2,35,100,250,112,0.16,0.158,50
8.8153,-1,35,100,250,112,0.16,0.158,50
8.1185,0,35,100,250,112,0.16,0.158,50
7.3949,1,35,100,250,112,0.16,0.158,50
5.8315,2,35,100,250,112,0.16,0.158,50
4.8701,3,35,100,250,112,0.16,0.158,50
2.0903,4,35,100,250,112,0.16,0.158,50
6.4655,-7,40,100,250,112,0.16,0.158,50
7.3722,-6,40,100,250,112,0.16,0.158,50
8.1117,-5,40,100,250,112,0.16,0.158,50
6.4588,-7,6,100,250,112,0.16,0.158,10
8.7028,-4,40,100,250,112,0.16,0.158,50
9.2676,-3,40,100,250,112,0.16,0.158,50
9.1344,-2,40,100,250,112,0.16,0.158,50
8.8407,-1,40,100,250,112,0.16,0.158,50
8.3128,0,40,100,250,112,0.16,0.158,50
7.6041,1,40,100,250,112,0.16,0.158,50
6.641,2,40,100,250,112,0.16,0.158,50
5.1085,3,40,100,250,112,0.16,0.158,50
3.1595,4,40,100,250,112,0.16,0.158,50
6.4948,-7,45,100,250,112,0.16,0.158,50
7.0718,-6,6,100,250,112,0.16,0.158,10
7.3846,-6,45,100,250,112,0.16,0.158,50
7.9332,-5,45,100,250,112,0.16,0.158,50
8.896,-4,45,100,250,112,0.16,0.158,50
9.2319,-3,45,100,250,112,0.16,0.158,50
9.2676,-2,45,100,250,112,0.16,0.158,50
8.8637,-1,45,100,250,112,0.16,0.158,50
8.3686,0,45,100,250,112,0.16,0.158,50
7.7903,1,45,100,250,112,0.16,0.158,50
6.6693,2,45,100,250,112,0.16,0.158,50
5.2199,3,45,100,250,112,0.16,0.158,50
7.4074,-5,6,100,250,112,0.16,0.158,10
2.904,4,45,100,250,112,0.16,0.158,50
6.4827,-7,50,100,250,112,0.16,0.158,50
7.3244,-6,50,100,250,112,0.16,0.158,50
8.1151,-5,50,100,250,112,0.16,0.158,50
8.7849,-4,50,100,250,112,0.16,0.158,50
9.2962,-3,50,100,250,112,0.16,0.158,50
9.2397,-2,50,100,250,112,0.16,0.158,50
8.7605,-1,50,100,250,112,0.16,0.158,50
8.5567,0,50,100,250,112,0.16,0.158,50
8.0216,1,50,100,250,112,0.16,0.158,50
7.4456,-4,6,100,250,112,0.16,0.158,10
6.7276,2,50,100,250,112,0.16,0.158,50
5.0936,3,50,100,250,112,0.16,0.158,50
4.246,4,50,100,250,112,0.16,0.158,50
5.7154,-7,0,100,250,112,0.16,0.158,60
6.4925,-6,0,100,250,112,0.16,0.158,60
6.976,-5,0,100,250,112,0.16,0.158,60
7.4538,-4,0,100,250,112,0.16,0.158,60
7.4834,-3,0,100,250,112,0.16,0.158,60
7.1814,-2,0,100,250,112,0.16,0.158,60
6.2644,-1,0,100,250,112,0.16,0.158,60
7.0621,-3,6,100,250,112,0.16,0.158,10
4.5756,-3,0,100,250,112,0.16,0.158,10
5.0336,0,0,100,250,112,0.16,0.158,60
2.4865,1,0,100,250,112,0.16,0.158,60
0.89652,2,0,100,250,112,0.16,0.158,60
-0.40585,3,0,100,250,112,0.16,0.158,60
-2.5136,4,0,100,250,112,0.16,0.158,60
5.7703,-7,6,100,250,112,0.16,0.158,60
6.4528,-6,6,100,250,112,0.16,0.158,60
7.1845,-5,6,100,250,112,0.16,0.158,60
7.7429,-4,6,100,250,112,0.16,0.158,60
7.7183,-3,6,100,250,112,0.16,0.158,60
5.0359,-2,6,100,250,112,0.16,0.158,10
7.4491,-2,6,100,250,112,0.16,0.158,60
6.8541,-1,6,100,250,112,0.16,0.158,60
5.4408,0,6,100,250,112,0.16,0.158,60
4.4914,1,6,100,250,112,0.16,0.158,60
2.5592,2,6,100,250,112,0.16,0.158,60
0.58822,3,6,100,250,112,0.16,0.158,60
-2.0938,4,6,100,250,112,0.16,0.158,60
5.7355,-7,12,100,250,112,0.16,0.158,60
6.5114,-6,12,100,250,112,0.16,0.158,60
7.2522,-5,12,100,250,112,0.16,0.158,60
4.9568,-1,6,100,250,112,0.16,0.158,10
7.7748,-4,12,100,250,112,0.16,0.158,60
8.02,-3,12,100,250,112,0.16,0.158,60
7.9027,-2,12,100,250,112,0.16,0.158,60
7.427,-1,12,100,250,112,0.16,0.158,60
6.7384,0,12,100,250,112,0.16,0.158,60
5.8232,1,12,100,250,112,0.16,0.158,60
3.9161,2,12,100,250,112,0.16,0.158,60
0.70054,3,12,100,250,112,0.16,0.158,60
0.3418,4,12,100,250,112,0.16,0.158,60
5.8345,-7,18,100,250,112,0.16,0.158,60
3.0817,0,6,100,250,112,0.16,0.158,10
6.5715,-6,18,100,250,112,0.16,0.158,60
7.2767,-5,18,100,250,112,0.16,0.158,60
7.9611,-4,18,100,250,112,0.16,0.158,60
8.3246,-3,18,100,250,112,0.16,0.158,60
8.189,-2,18,100,250,112,0.16,0.158,60
7.9271,-1,18,100,250,112,0.16,0.158,60
7.115,0,18,100,250,112,0.16,0.158,60
6.4521,1,18,100,250,112,0.16,0.158,60
4.5901,2,18,100,250,112,0.16,0.158,60
3.3122,3,18,100,250,112,0.16,0.158,60
1.3118,1,6,100,250,112,0.16,0.158,10
1.4561,4,18,100,250,112,0.16,0.158,60
5.8078,-7,24,100,250,112,0.16,0.158,60
6.6131,-6,24,100,250,112,0.16,0.158,60
7.3644,-5,24,100,250,112,0.16,0.158,60
8.1048,-4,24,100,250,112,0.16,0.158,60
8.4499,-3,24,100,250,112,0.16,0.158,60
8.509,-2,24,100,250,112,0.16,0.158,60
8.1765,-1,24,100,250,112,0.16,0.158,60
7.796,0,24,100,250,112,0.16,0.158,60
7.1631,1,24,100,250,112,0.16,0.158,60
-1.0676,2,6,100,250,112,0.16,0.158,10
4.6922,2,24,100,250,112,0.16,0.158,60
4.0644,3,24,100,250,112,0.16,0.158,60
1.6292,4,24,100,250,112,0.16,0.158,60
5.7395,-7,30,100,250,112,0.16,0.158,60
6.6139,-6,30,100,250,112,0.16,0.158,60
7.3476,-5,30,100,250,112,0.16,0.158,60
8.1981,-4,30,100,250,112,0.16,0.158,60
8.5315,-3,30,100,250,112,0.16,0.158,60
8.8181,-2,30,100,250,112,0.16,0.158,60
8.6037,-1,30,100,250,112,0.16,0.158,60
4.924,-9,7,100,250,112,0.16,0.158,10
7.9879,0,30,100,250,112,0.16,0.158,60
7.2543,1,30,100,250,112,0.16,0.158,60
6.413,2,30,100,250,112,0.16,0.158,60
4.506,3,30,100,250,112,0.16,0.158,60
2.7452,4,30,100,250,112,0.16,0.158,60
5.6954,-7,36,100,250,112,0.16,0.158,60
6.5942,-6,36,100,250,112,0.16,0.158,60
7.3376,-5,36,100,250,112,0.16,0.158,60
8.0878,-4,36,100,250,112,0.16,0.158,60
8.7314,-3,36,100,250,112,0.16,0.158,60
5.7488,-8,7,100,250,112,0.16,0.158,10
8.8522,-2,36,100,250,112,0.16,0.158,60
8.7183,-1,36,100,250,112,0.16,0.158,60
8.22,0,36,100,250,112,0.16,0.158,60
7.5098,1,36,100,250,112,0.16,0.158,60
6.8097,2,36,100,250,112,0.16,0.158,60
5.0067,3,36,100,250,112,0.16,0.158,60
3.2658,4,36,100,250,112,0.16,0.158,60
5.7761,-7,42,100,250,112,0.16,0.158,60
6.6314,-6,42,100,250,112,0.16,0.158,60
7.4316,-5,42,100,250,112,0.16,0.158,60
6.5482,-7,7,100,250,112,0.16,0.158,10
8.1237,-4,42,100,250,112,0.16,0.158,60
8.7931,-3,42,100,250,112,0.16,0.158,60
9.1129,-2,42,100,250,112,0.16,0.158,60
8.6698,-1,42,100,250,112,0.16,0.158,60
8.3364,0,42,100,250,112,0.16,0.158,60
7.8832,1,42,100,250,112,0.16,0.158,60
6.9346,2,42,100,250,112,0.16,0.158,60
5.7194,3,42,100,250,112,0.16,0.158,60
3.61,4,42,100,250,112,0.16,0.158,60
5.7119,-7,48,100,250,112,0.16,0.158,60
7.156,-6,7,100,250,112,0.16,0.158,10
6.6068,-6,48,100,250,112,0.16,0.158,60
7.3521,-5,48,100,250,112,0.16,0.158,60
8.2181,-4,48,100,250,112,0.16,0.158,60
8.8901,-3,48,100,250,112,0.16,0.158,60
9.0644,-2,48,100,250,112,0.16,0.158,60
8.8125,-1,48,100,250,112,0.16,0.158,60
8.7028,0,48,100,250,112,0.16,0.158,60
7.8892,1,48,100,250,112,0.16,0.158,60
7.153,2,48,100,250,112,0.16,0.158,60
5.7442,3,48,100,250,112,0.16,0.158,60
7.5244,-5,7,100,250,112,0.16,0.158,10
3.9443,-2,0,100,250,112,0.16,0.158,10
3.6257,4,48,100,250,112,0.16,0.158,60
5.7662,-7,54,100,250,112,0.16,0.158,60
6.5252,-6,54,100,250,112,0.16,0.158,60
7.4739,-5,54,100,250,112,0.16,0.158,60
8.2273,-4,54,100,250,112,0.16,0.158,60
8.917,-3,54,100,250,112,0.16,0.158,60
9.1416,-2,54,100,250,112,0.16,0.158,60
9.1784,-1,54,100,250,112,0.16,0.158,60
8.5544,0,54,100,250,112,0.16,0.158,60
7.9705,1,54,100,250,112,0.16,0.158,60
7.5977,-4,7,100,250,112,0.16,0.158,10
7.1753,2,54,100,250,112,0.16,0.158,60
5.7849,3,54,100,250,112,0.16,0.158,60
4.1111,4,54,100,250,112,0.16,0.158,60
5.7436,-7,60,100,250,112,0.16,0.158,60
6.4827,-6,60,100,250,112,0.16,0.158,60
7.4398,-5,60,100,250,112,0.16,0.158,60
8.1693,-4,60,100,250,112,0.16,0.158,60
8.9292,-3,60,100,250,112,0.16,0.158,60
9.2202,-2,60,100,250,112,0.16,0.158,60
9.3686,-1,60,100,250,112,0.16,0.158,60
7.3745,-3,7,100,250,112,0.16,0.158,10
8.7314,0,60,100,250,112,0.16,0.158,60
8.0744,1,60,100,250,112,0.16,0.158,60
7.3288,2,60,100,250,112,0.16,0.158,60
6.4409,3,60,100,250,112,0.16,0.158,60
3.6147,4,60,100,250,112,0.16,0.158,60
5.323,-6,0,100,250,112,0.16,0.158,75
6.0122,-5,0,100,250,112,0.16,0.158,75
6.5809,-4,0,100,250,112,0.16,0.158,75
6.8462,-3,0,100,250,112,0.16,0.158,75
6.814,-2,0,100,250,112,0.16,0.158,75
6.7234,-2,7,100,250,112,0.16,0.158,10
6.4722,-1,0,100,250,112,0.16,0.158,75
5.9092,0,0,100,250,112,0.16,0.158,75
4.5867,1,0,100,250,112,0.16,0.158,75
2.6175,2,0,100,250,112,0.16,0.158,75
0.70281,3,0,100,250,112,0.16,0.158,75
-1.8056,4,0,100,250,112,0.16,0.158,75
-4.8101,5,0,100,250,112,0.16,0.158,75
5.3522,-6,7.5,100,250,112,0.16,0.158,75
6.104,-5,7.5,100,250,112,0.16,0.158,75
6.8011,-4,7.5,100,250,112,0.16,0.158,75
5.1375,-1,7,100,250,112,0.16,0.158,10
7.2501,-3,7.5,100,250,112,0.16,0.158,75
7.3812,-2,7.5,100,250,112,0.16,0.158,75
7.1927,-1,7.5,100,250,112,0.16,0.158,75
6.6378,0,7.5,100,250,112,0.16,0.158,75
5.8303,1,7.5,100,250,112,0.16,0.158,75
3.8103,2,7.5,100,250,112,0.16,0.158,75
2.1142,3,7.5,100,250,112,0.16,0.158,75
0.51412,4,7.5,100,250,112,0.16,0.158,75
-1.3557,5,7.5,100,250,112,0.16,0.158,75
5.2931,-6,15,100,250,112,0.16,0.158,75
4.0832,0,7,100,250,112,0.16,0.158,10
6.2396,-5,15,100,250,112,0.16,0.158,75
6.8717,-4,15,100,250,112,0.16,0.158,75
7.481,-3,15,100,250,112,0.16,0.158,75
7.7143,-2,15,100,250,112,0.16,0.158,75
7.7116,-1,15,100,250,112,0.16,0.158,75
7.2248,0,15,100,250,112,0.16,0.158,75
6.6636,1,15,100,250,112,0.16,0.158,75
5.7091,2,15,100,250,112,0.16,0.158,75
3.7824,3,15,100,250,112,0.16,0.158,75
1.188,4,15,100,250,112,0.16,0.158,75
2.9471,1,7,100,250,112,0.16,0.158,10
-1.2795,5,15,100,250,112,0.16,0.158,75
5.3718,-6,22.5,100,250,112,0.16,0.158,75
6.2103,-5,22.5,100,250,112,0.16,0.158,75
6.9237,-4,22.5,100,250,112,0.16,0.158,75
7.5014,-3,22.5,100,250,112,0.16,0.158,75
8.0428,-2,22.5,100,250,112,0.16,0.158,75
8.0103,-1,22.5,100,250,112,0.16,0.158,75
7.8017,0,22.5,100,250,112,0.16,0.158,75
7.1041,1,22.5,100,250,112,0.16,0.158,75
6.2672,2,22.5,100,250,112,0.16,0.158,75
-0.47132,2,7,100,250,112,0.16,0.158,10
4.6054,3,22.5,100,250,112,0.16,0.158,75
2.935,4,22.5,100,250,112,0.16,0.158,75
0.38117,5,22.5,100,250,112,0.16,0.158,75
5.3775,-6,30,100,250,112,0.16,0.158,75
6.2273,-5,30,100,250,112,0.16,0.158,75
6.9201,-4,30,100,250,112,0.16,0.158,75
7.6054,-3,30,100,250,112,0.16,0.158,75
8.1031,-2,30,100,250,112,0.16,0.158,75
8.2459,-1,30,100,250,112,0.16,0.158,75
7.9363,0,30,100,250,112,0.16,0.158,75
4.9917,-9,8,100,250,112,0.16,0.158,10
7.5626,1,30,100,250,112,0.16,0.158,75
6.8028,2,30,100,250,112,0.16,0.158,75
5.3838,3,30,100,250,112,0.16,0.158,75
3.7905,4,30,100,250,112,0.16,0.158,75
1.7929,5,30,100,250,112,0.16,0.158,75
5.3801,-6,37.5,100,250,112,0.16,0.158,75
6.2294,-5,37.5,100,250,112,0.16,0.158,75
6.9364,-4,37.5,100,250,112,0.16,0.158,75
7.6623,-3,37.5,100,250,112,0.16,0.158,75
8.2292,-2,37.5,100,250,112,0.16,0.158,75
5.7978,-8,8,100,250,112,0.16,0.158,10
8.3464,-1,37.5,100,250,112,0.16,0.158,75
8.305,0,37.5,100,250,112,0.16,0.158,75
7.7035,1,37.5,100,250,112,0.16,0.158,75
7.1958,2,37.5,100,250,112,0.16,0.158,75
6.1713,3,37.5,100,250,112,0.16,0.158,75
4.1836,4,37.5,100,250,112,0.16,0.158,75
2.9073,5,37.5,100,250,112,0.16,0.158,75
5.3558,-6,45,100,250,112,0.16,0.158,75
6.1533,-5,45,100,250,112,0.16,0.158,75
6.9501,-4,45,100,250,112,0.16,0.158,75
6.4064,-7,8,100,250,112,0.16,0.158,10
1.53,-1,0,100,250,112,0.16,0.158,10
