Laser Power (dBm),Length of Segment 1 (Km),Q (dB),Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
3,10,-0.01826,50,0,250,112,0.16,0.158
4,10,-3.9894,50,0,250,112,0.16,0.158
-1,15,7.3443,50,0,250,112,0.16,0.158
-2,15,7.7075,50,0,250,112,0.16,0.158
-3,15,7.9255,50,0,250,112,0.16,0.158
-4,15,7.7526,50,0,250,112,0.16,0.158
-5,15,7.3421,50,0,250,112,0.16,0.158
-6,15,6.7831,50,0,250,112,0.16,0.158
-7,15,6.0613,50,0,250,112,0.16,0.158
0,15,6.4513,50,0,250,112,0.16,0.158
1,15,5.6767,50,0,250,112,0.16,0.158
2,15,4.1511,50,0,250,112,0.16,0.158
3,15,2.1662,50,0,250,112,0.16,0.158
4,15,-1.3057,50,0,250,112,0.16,0.158
-1,20,7.5901,50,0,250,112,0.16,0.158
-2,20,7.9225,50,0,250,112,0.16,0.158
-3,20,8.0135,50,0,250,112,0.16,0.158
-4,20,7.544,50,0,250,112,0.16,0.158
-5,20,7.154,50,0,250,112,0.16,0.158
-6,20,6.5252,50,0,250,112,0.16,0.158
-7,20,5.9061,50,0,250,112,0.16,0.158
0,20,6.93,50,0,250,112,0.16,0.158
1,20,5.6468,50,0,250,112,0.16,0.158
2,20,4.8497,50,0,250,112,0.16,0.158
3,20,3.0773,50,0,250,112,0.16,0.158
4,20,0.74924,50,0,250,112,0.16,0.158
-1,25,7.6914,50,0,250,112,0.16,0.158
-2,25,7.8017,50,0,250,112,0.16,0.158
-3,25,7.8537,50,0,250,112,0.16,0.158
-4,25,7.3903,50,0,250,112,0.16,0.158
-5,25,6.9401,50,0,250,112,0.16,0.158
-6,25,6.4647,50,0,250,112,0.16,0.158
-7,25,5.8238,50,0,250,112,0.16,0.158
0,25,7.0248,50,0,250,112,0.16,0.158
1,25,6.4469,50,0,250,112,0.16,0.158
2,25,4.6277,50,0,250,112,0.16,0.158
3,25,3.8092,50,0,250,112,0.16,0.158
4,25,1.0091,50,0,250,112,0.16,0.158
-1,30,7.7847,50,0,250,112,0.16,0.158
-2,30,7.7791,50,0,250,112,0.16,0.158
-3,30,7.6636,50,0,250,112,0.16,0.158
-4,30,7.2102,50,0,250,112,0.16,0.158
-5,30,6.8011,50,0,250,112,0.16,0.158
-6,30,6.1407,50,0,250,112,0.16,0.158
-7,30,5.5995,50,0,250,112,0.16,0.158
0,30,7.3211,50,0,250,112,0.16,0.158
1,30,6.6443,50,0,250,112,0.16,0.158
2,30,5.5528,50,0,250,112,0.16,0.158
3,30,3.1951,50,0,250,112,0.16,0.158
4,30,1.2585,50,0,250,112,0.16,0.158
-1,35,7.8803,50,0,250,112,0.16,0.158
-2,35,7.8088,50,0,250,112,0.16,0.158
-3,35,7.6401,50,0,250,112,0.16,0.158
-4,35,7.2061,50,0,250,112,0.16,0.158
-5,35,6.6139,50,0,250,112,0.16,0.158
-6,35,6.0658,50,0,250,112,0.16,0.158
-7,35,5.5555,50,0,250,112,0.16,0.158
0,35,7.4468,50,0,250,112,0.16,0.158
1,35,6.8558,50,0,250,112,0.16,0.158
2,35,6.1315,50,0,250,112,0.16,0.158
3,35,4.8317,50,0,250,112,0.16,0.158
4,35,3.0747,50,0,250,112,0.16,0.158
-1,40,7.7388,50,0,250,112,0.16,0.158
-2,40,7.5663,50,0,250,112,0.16,0.158
-3,40,7.4468,50,0,250,112,0.16,0.158
-4,40,6.8436,50,0,250,112,0.16,0.158
-5,40,6.4218,50,0,250,112,0.16,0.158
-6,40,5.9159,50,0,250,112,0.16,0.158
-7,40,5.3002,50,0,250,112,0.16,0.158
0,40,7.2788,50,0,250,112,0.16,0.158
1,40,6.9182,50,0,250,112,0.16,0.158
2,40,6.0812,50,0,250,112,0.16,0.158
3,40,4.8092,50,0,250,112,0.16,0.158
4,40,3.4842,50,0,250,112,0.16,0.158
-1,45,7.5813,50,0,250,112,0.16,0.158
-2,45,7.5539,50,0,250,112,0.16,0.158
-3,45,7.3321,50,0,250,112,0.16,0.158
-4,45,6.7772,50,0,250,112,0.16,0.158
-5,45,6.2686,50,0,250,112,0.16,0.158
-6,45,5.7726,50,0,250,112,0.16,0.158
-7,45,5.1404,50,0,250,112,0.16,0.158
0,45,7.3824,50,0,250,112,0.16,0.158
1,45,6.279,50,0,250,112,0.16,0.158
2,45,5.7234,50,0,250,112,0.16,0.158
3,45,5.3409,50,0,250,112,0.16,0.158
4,45,3.0356,50,0,250,112,0.16,0.158
-1,5,6.6864,50,0,250,112,0.16,0.158
-2,5,7.3994,50,0,250,112,0.16,0.158
-3,5,7.7471,50,0,250,112,0.16,0.158
-4,5,7.6741,50,0,250,112,0.16,0.158
-5,5,7.5244,50,0,250,112,0.16,0.158
-6,5,6.9918,50,0,250,112,0.16,0.158
-7,5,6.3069,50,0,250,112,0.16,0.158
0,5,4.5773,50,0,250,112,0.16,0.158
1,5,3.62,50,0,250,112,0.16,0.158
2,5,1.9026,50,0,250,112,0.16,0.158
3,5,0.31094,50,0,250,112,0.16,0.158
4,5,-3.8565,50,0,250,112,0.16,0.158
-1,50,7.5086,50,0,250,112,0.16,0.158
-2,50,7.4006,50,0,250,112,0.16,0.158
-3,50,7.0391,50,0,250,112,0.16,0.158
-4,50,6.5754,50,0,250,112,0.16,0.158
-5,50,6.1847,50,0,250,112,0.16,0.158
-6,50,5.63,50,0,250,112,0.16,0.158
-7,50,5.0516,50,0,250,112,0.16,0.158
0,50,7.2831,50,0,250,112,0.16,0.158
1,50,6.9510000000000005,50,0,250,112,0.16,0.158
2,50,5.8416,50,0,250,112,0.16,0.158
3,50,4.9213,50,0,250,112,0.16,0.158
4,50,3.6706,50,0,250,112,0.16,0.158
-1,0,5.4339,60,0,250,112,0.16,0.158
-2,0,7.1061,60,0,250,112,0.16,0.158
-3,0,7.351,60,0,250,112,0.16,0.158
-4,0,7.4316,60,0,250,112,0.16,0.158
-5,0,7.0191,60,0,250,112,0.16,0.158
-6,0,6.4692,60,0,250,112,0.16,0.158
-7,0,5.7251,60,0,250,112,0.16,0.158
0,0,4.7001,60,0,250,112,0.16,0.158
1,0,3.9673,60,0,250,112,0.16,0.158
2,0,1.7998,60,0,250,112,0.16,0.158
3,0,-1.0275,60,0,250,112,0.16,0.158
4,0,-4.0958,60,0,250,112,0.16,0.158
-1,12,7.396,60,0,250,112,0.16,0.158
-2,12,7.7224,60,0,250,112,0.16,0.158
-3,12,7.754,60,0,250,112,0.16,0.158
-4,12,7.4316,60,0,250,112,0.16,0.158
-5,12,6.8797,60,0,250,112,0.16,0.158
-6,12,6.2831,60,0,250,112,0.16,0.158
-7,12,5.542999999999999,60,0,250,112,0.16,0.158
0,12,6.1874,60,0,250,112,0.16,0.158
1,12,4.2183,60,0,250,112,0.16,0.158
2,12,3.2191,60,0,250,112,0.16,0.158
3,12,2.2645,60,0,250,112,0.16,0.158
4,12,0.08040599999999999,60,0,250,112,0.16,0.158
-1,18,7.4727,60,0,250,112,0.16,0.158
-2,18,7.9194,60,0,250,112,0.16,0.158
-3,18,7.6755,60,0,250,112,0.16,0.158
-4,18,7.3124,60,0,250,112,0.16,0.158
-5,18,6.7679,60,0,250,112,0.16,0.158
-6,18,6.1348,60,0,250,112,0.16,0.158
-7,18,5.4061,60,0,250,112,0.16,0.158
0,18,7.114,60,0,250,112,0.16,0.158
1,18,5.7714,60,0,250,112,0.16,0.158
2,18,3.9522,60,0,250,112,0.16,0.158
3,18,2.7962,60,0,250,112,0.16,0.158
4,18,0.98326,60,0,250,112,0.16,0.158
-1,24,7.7265,60,0,250,112,0.16,0.158
-2,24,7.7875,60,0,250,112,0.16,0.158
-3,24,7.6557,60,0,250,112,0.16,0.158
-4,24,7.2437,60,0,250,112,0.16,0.158
-5,24,6.5637,60,0,250,112,0.16,0.158
-6,24,5.9398,60,0,250,112,0.16,0.158
-7,24,5.2224,60,0,250,112,0.16,0.158
0,24,7.3157,60,0,250,112,0.16,0.158
1,24,6.7368,60,0,250,112,0.16,0.158
2,24,5.1046,60,0,250,112,0.16,0.158
3,24,3.9382,60,0,250,112,0.16,0.158
4,24,2.1191,60,0,250,112,0.16,0.158
-1,30,7.7553,60,0,250,112,0.16,0.158
-2,30,7.816,60,0,250,112,0.16,0.158
-3,30,7.5354,60,0,250,112,0.16,0.158
-4,30,7.0448,60,0,250,112,0.16,0.158
-5,30,6.5183,60,0,250,112,0.16,0.158
-6,30,5.7738,60,0,250,112,0.16,0.158
-7,30,5.176,60,0,250,112,0.16,0.158
0,30,7.5713,60,0,250,112,0.16,0.158
1,30,6.9593,60,0,250,112,0.16,0.158
2,30,5.9777,60,0,250,112,0.16,0.158
3,30,4.9941,60,0,250,112,0.16,0.158
4,30,2.6788,60,0,250,112,0.16,0.158
-1,36,7.9058,60,0,250,112,0.16,0.158
-2,36,7.7265,60,0,250,112,0.16,0.158
-3,36,7.4006,60,0,250,112,0.16,0.158
-4,36,6.8691,60,0,250,112,0.16,0.158
-5,36,6.1847,60,0,250,112,0.16,0.158
-6,36,5.6586,60,0,250,112,0.16,0.158
-7,36,4.988,60,0,250,112,0.16,0.158
0,36,7.6066,60,0,250,112,0.16,0.158
1,36,7.0544,60,0,250,112,0.16,0.158
2,36,5.4424,60,0,250,112,0.16,0.158
3,36,5.2328,60,0,250,112,0.16,0.158
4,36,2.2253,60,0,250,112,0.16,0.158
-1,42,7.6901,60,0,250,112,0.16,0.158
-2,42,7.5838,60,0,250,112,0.16,0.158
-3,42,7.2649,60,0,250,112,0.16,0.158
-4,42,6.7209,60,0,250,112,0.16,0.158
-5,42,6.1269,60,0,250,112,0.16,0.158
-6,42,5.5181,60,0,250,112,0.16,0.158
-7,42,4.9102,60,0,250,112,0.16,0.158
0,42,7.6874,60,0,250,112,0.16,0.158
1,42,7.2681,60,0,250,112,0.16,0.158
2,42,5.8734,60,0,250,112,0.16,0.158
3,42,5.577999999999999,60,0,250,112,0.16,0.158
4,42,3.5557,60,0,250,112,0.16,0.158
-1,48,7.6169,60,0,250,112,0.16,0.158
-2,48,7.499,60,0,250,112,0.16,0.158
-3,48,7.0943,60,0,250,112,0.16,0.158
-4,48,6.5754,60,0,250,112,0.16,0.158
-5,48,6.035,60,0,250,112,0.16,0.158
-6,48,5.3068,60,0,250,112,0.16,0.158
-7,48,4.7554,60,0,250,112,0.16,0.158
0,48,7.5038,60,0,250,112,0.16,0.158
1,48,7.229,60,0,250,112,0.16,0.158
2,48,5.6217,60,0,250,112,0.16,0.158
3,48,5.2794,60,0,250,112,0.16,0.158
4,48,3.8022,60,0,250,112,0.16,0.158
-1,54,7.5074,60,0,250,112,0.16,0.158
-2,54,7.3069,60,0,250,112,0.16,0.158
-3,54,6.9319,60,0,250,112,0.16,0.158
-4,54,6.5321,60,0,250,112,0.16,0.158
-5,54,5.8226,60,0,250,112,0.16,0.158
-6,54,5.2011,60,0,250,112,0.16,0.158
-7,54,4.5935,60,0,250,112,0.16,0.158
0,54,7.6323,60,0,250,112,0.16,0.158
1,54,7.3211,60,0,250,112,0.16,0.158
2,54,6.7061,60,0,250,112,0.16,0.158
3,54,5.8512,60,0,250,112,0.16,0.158
4,54,3.7773,60,0,250,112,0.16,0.158
-1,6,6.9474,60,0,250,112,0.16,0.158
-2,6,7.4063,60,0,250,112,0.16,0.158
-3,6,7.6888,60,0,250,112,0.16,0.158
-4,6,7.5838,60,0,250,112,0.16,0.158
-5,6,7.0153,60,0,250,112,0.16,0.158
-6,6,6.3302,60,0,250,112,0.16,0.158
-7,6,5.6552,60,0,250,112,0.16,0.158
0,6,5.5278,60,0,250,112,0.16,0.158
1,6,4.62,60,0,250,112,0.16,0.158
2,6,3.0217,60,0,250,112,0.16,0.158
3,6,0.3874,60,0,250,112,0.16,0.158
4,6,-1.8358,60,0,250,112,0.16,0.158
-1,60,7.4763,60,0,250,112,0.16,0.158
-2,60,7.1917,60,0,250,112,0.16,0.158
-3,60,6.7209,60,0,250,112,0.16,0.158
-4,60,6.2076,60,0,250,112,0.16,0.158
-5,60,5.6608,60,0,250,112,0.16,0.158
-6,60,5.0926,60,0,250,112,0.16,0.158
-7,60,4.5165,60,0,250,112,0.16,0.158
0,60,7.511,60,0,250,112,0.16,0.158
1,60,7.0747,60,0,250,112,0.16,0.158
2,60,6.6929,60,0,250,112,0.16,0.158
3,60,5.8297,60,0,250,112,0.16,0.158
4,60,4.3487,60,0,250,112,0.16,0.158
4,60.0,3.6515,60,0,250,112,0.16,0.158
-1,0.0,6.5374,75,0,250,112,0.16,0.158
-2,0.0,6.9575,75,0,250,112,0.16,0.158
-3,0.0,7.0525,75,0,250,112,0.16,0.158
-4,0.0,6.5816,75,0,250,112,0.16,0.158
-5,0.0,6.0072,75,0,250,112,0.16,0.158
-6,0.0,5.2383,75,0,250,112,0.16,0.158
0,0.0,5.5305,75,0,250,112,0.16,0.158
1,0.0,4.7479,75,0,250,112,0.16,0.158
2,0.0,3.0207,75,0,250,112,0.16,0.158
3,0.0,0.79685,75,0,250,112,0.16,0.158
4,0.0,-0.93537,75,0,250,112,0.16,0.158
5,0.0,-4.3787,75,0,250,112,0.16,0.158
-1,15.0,7.3812,75,0,250,112,0.16,0.158
-2,15.0,7.3733,75,0,250,112,0.16,0.158
-3,15.0,7.1479,75,0,250,112,0.16,0.158
-4,15.0,6.5645,75,0,250,112,0.16,0.158
-5,15.0,5.9031,75,0,250,112,0.16,0.158
-6,15.0,5.1027,75,0,250,112,0.16,0.158
0,15.0,6.9264,75,0,250,112,0.16,0.158
1,15.0,6.5459,75,0,250,112,0.16,0.158
2,15.0,5.0002,75,0,250,112,0.16,0.158
3,15.0,2.8738,75,0,250,112,0.16,0.158
4,15.0,1.7168,75,0,250,112,0.16,0.158
5,15.0,0.02047,75,0,250,112,0.16,0.158
-1,22.5,7.5391,75,0,250,112,0.16,0.158
-2,22.5,7.4398,75,0,250,112,0.16,0.158
-3,22.5,7.0305,75,0,250,112,0.16,0.158
-4,22.5,6.4402,75,0,250,112,0.16,0.158
-5,22.5,5.7674,75,0,250,112,0.16,0.158
-6,22.5,4.9861,75,0,250,112,0.16,0.158
0,22.5,7.4282,75,0,250,112,0.16,0.158
1,22.5,6.2246,75,0,250,112,0.16,0.158
2,22.5,6.3337,75,0,250,112,0.16,0.158
3,22.5,4.3180000000000005,75,0,250,112,0.16,0.158
4,22.5,3.1056,75,0,250,112,0.16,0.158
5,22.5,1.2247,75,0,250,112,0.16,0.158
-1,30.0,7.5763,75,0,250,112,0.16,0.158
-2,30.0,7.4316,75,0,250,112,0.16,0.158
-3,30.0,6.9621,75,0,250,112,0.16,0.158
-4,30.0,6.2699,75,0,250,112,0.16,0.158
-5,30.0,5.5360000000000005,75,0,250,112,0.16,0.158
-6,30.0,4.8119,75,0,250,112,0.16,0.158
0,30.0,7.5838,75,0,250,112,0.16,0.158
1,30.0,7.0439,75,0,250,112,0.16,0.158
2,30.0,6.0103,75,0,250,112,0.16,0.158
3,30.0,4.3874,75,0,250,112,0.16,0.158
4,30.0,2.0906,75,0,250,112,0.16,0.158
5,30.0,1.3577,75,0,250,112,0.16,0.158
-1,37.5,7.5391,75,0,250,112,0.16,0.158
-2,37.5,7.2874,75,0,250,112,0.16,0.158
-3,37.5,6.7721,75,0,250,112,0.16,0.158
-4,37.5,6.16,75,0,250,112,0.16,0.158
-5,37.5,5.4182,75,0,250,112,0.16,0.158
-6,37.5,4.7519,75,0,250,112,0.16,0.158
0,37.5,7.6156,75,0,250,112,0.16,0.158
1,37.5,7.2543,75,0,250,112,0.16,0.158
2,37.5,6.8655,75,0,250,112,0.16,0.158
3,37.5,5.8339,75,0,250,112,0.16,0.158
4,37.5,3.5060000000000002,75,0,250,112,0.16,0.158
5,37.5,2.5860000000000003,75,0,250,112,0.16,0.158
-1,45.0,7.5813,75,0,250,112,0.16,0.158
-2,45.0,7.1479,75,0,250,112,0.16,0.158
-3,45.0,6.566,75,0,250,112,0.16,0.158
-4,45.0,5.9652,75,0,250,112,0.16,0.158
-5,45.0,5.287000000000001,75,0,250,112,0.16,0.158
-6,45.0,4.602,75,0,250,112,0.16,0.158
0,45.0,7.6466,75,0,250,112,0.16,0.158
1,45.0,7.4017,75,0,250,112,0.16,0.158
2,45.0,6.8841,75,0,250,112,0.16,0.158
3,45.0,6.0542,75,0,250,112,0.16,0.158
4,45.0,4.9866,75,0,250,112,0.16,0.158
5,45.0,2.7776,75,0,250,112,0.16,0.158
-1,52.5,7.4097,75,0,250,112,0.16,0.158
-2,52.5,7.04,75,0,250,112,0.16,0.158
-3,52.5,6.3774,75,0,250,112,0.16,0.158
-4,52.5,5.8084,75,0,250,112,0.16,0.158
-5,52.5,5.053,75,0,250,112,0.16,0.158
-6,52.5,4.5006,75,0,250,112,0.16,0.158
0,52.5,7.5207,75,0,250,112,0.16,0.158
1,52.5,7.3903,75,0,250,112,0.16,0.158
2,52.5,6.9955,75,0,250,112,0.16,0.158
3,52.5,6.3020000000000005,75,0,250,112,0.16,0.158
4,52.5,4.7158,75,0,250,112,0.16,0.158
5,52.5,2.9724,75,0,250,112,0.16,0.158
-1,60.0,7.3069,75,0,250,112,0.16,0.158
-2,60.0,6.8655,75,0,250,112,0.16,0.158
-3,60.0,6.2376,75,0,250,112,0.16,0.158
-4,60.0,5.6256,75,0,250,112,0.16,0.158
-5,60.0,5.003,75,0,250,112,0.16,0.158
-6,60.0,4.3265,75,0,250,112,0.16,0.158
0,60.0,7.5763,75,0,250,112,0.16,0.158
1,60.0,7.2607,75,0,250,112,0.16,0.158
2,60.0,6.9806,75,0,250,112,0.16,0.158
3,60.0,6.3601,75,0,250,112,0.16,0.158
4,60.0,4.6166,75,0,250,112,0.16,0.158
5,60.0,3.9495,75,0,250,112,0.16,0.158
-5,67.5,4.8901,75,0,250,112,0.16,0.158
-6,67.5,4.2143,75,0,250,112,0.16,0.158
-1,7.5,7.0305,75,0,250,112,0.16,0.158
-2,7.5,7.2961,75,0,250,112,0.16,0.158
-3,7.5,7.1641,75,0,250,112,0.16,0.158
-4,7.5,6.6322,75,0,250,112,0.16,0.158
-5,7.5,5.9745,75,0,250,112,0.16,0.158
-6,7.5,5.2328,75,0,250,112,0.16,0.158
0,7.5,6.0664,75,0,250,112,0.16,0.158
1,7.5,5.7943,75,0,250,112,0.16,0.158
2,7.5,4.0280000000000005,75,0,250,112,0.16,0.158
3,7.5,2.9471,75,0,250,112,0.16,0.158
4,7.5,0.24444000000000002,75,0,250,112,0.16,0.158
5,7.5,-3.6893,75,0,250,112,0.16,0.158
Laser Power (dBm),Length of Segment 1 (Km),Q (dB),Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
Laser Power (dBm),Length of Segment 1 (Km),Q (dB),Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
Laser Power (dBm),Length of Segment 1 (Km),Q (dB),Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
Laser Power (dBm),Length of Segment 1 (Km),Q (dB),Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
Laser Power (dBm),Length of Segment 1 (Km),Q (dB),Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
Laser Power (dBm),Length of Segment 1 (Km),Q (dB),Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
Laser Power (dBm),Length of Segment 1 (Km),Q (dB),Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
